2022-12-01 21:38:23,612 INFO    StreamThr :32317 [internal.py:wandb_internal():91] W&B internal server running at pid: 32317, started at: 2022-12-01 21:38:23.611449
2022-12-01 21:38:23,615 DEBUG   HandlerThread:32317 [handler.py:handle_request():139] handle_request: status
2022-12-01 21:38:23,618 DEBUG   SenderThread:32317 [sender.py:send_request():317] send_request: status
2022-12-01 21:38:23,620 INFO    WriterThread:32317 [datastore.py:open_for_write():75] open: /home/public/xww/Exp/fldemo/fed_exp/wandb/offline-run-20221201_213823-3kxep6re/run-3kxep6re.wandb
2022-12-01 21:38:23,639 DEBUG   HandlerThread:32317 [handler.py:handle_request():139] handle_request: run_start
2022-12-01 21:38:23,647 DEBUG   HandlerThread:32317 [system_info.py:__init__():31] System info init
2022-12-01 21:38:23,647 DEBUG   HandlerThread:32317 [system_info.py:__init__():46] System info init done
2022-12-01 21:38:23,647 INFO    HandlerThread:32317 [system_monitor.py:start():150] Starting system monitor
2022-12-01 21:38:23,647 INFO    SystemMonitor:32317 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-01 21:38:23,648 INFO    HandlerThread:32317 [system_monitor.py:probe():168] Collecting system info
2022-12-01 21:38:23,648 INFO    SystemMonitor:32317 [interfaces.py:start():168] Started cpu
2022-12-01 21:38:23,649 INFO    SystemMonitor:32317 [interfaces.py:start():168] Started disk
2022-12-01 21:38:23,650 INFO    SystemMonitor:32317 [interfaces.py:start():168] Started gpu
2022-12-01 21:38:23,650 INFO    SystemMonitor:32317 [interfaces.py:start():168] Started memory
2022-12-01 21:38:23,652 INFO    SystemMonitor:32317 [interfaces.py:start():168] Started network
2022-12-01 21:38:23,665 DEBUG   HandlerThread:32317 [system_info.py:probe():195] Probing system
2022-12-01 21:38:23,672 DEBUG   HandlerThread:32317 [system_info.py:_probe_git():180] Probing git
2022-12-01 21:38:23,687 DEBUG   HandlerThread:32317 [system_info.py:_probe_git():188] Probing git done
2022-12-01 21:38:23,687 DEBUG   HandlerThread:32317 [system_info.py:probe():241] Probing system done
