2022-12-14 11:31:04,806 INFO    StreamThr :35366 [internal.py:wandb_internal():91] W&B internal server running at pid: 35366, started at: 2022-12-14 11:31:04.804925
2022-12-14 11:31:04,809 DEBUG   HandlerThread:35366 [handler.py:handle_request():139] handle_request: status
2022-12-14 11:31:04,811 DEBUG   SenderThread:35366 [sender.py:send_request():317] send_request: status
2022-12-14 11:31:04,814 INFO    WriterThread:35366 [datastore.py:open_for_write():75] open: /home/public/xww/Exp/fldemo/fed_exp/wandb/offline-run-20221214_113104-vcv5a35s/run-vcv5a35s.wandb
2022-12-14 11:31:04,832 DEBUG   HandlerThread:35366 [handler.py:handle_request():139] handle_request: run_start
2022-12-14 11:31:04,840 DEBUG   HandlerThread:35366 [system_info.py:__init__():31] System info init
2022-12-14 11:31:04,840 DEBUG   HandlerThread:35366 [system_info.py:__init__():46] System info init done
2022-12-14 11:31:04,840 INFO    HandlerThread:35366 [system_monitor.py:start():150] Starting system monitor
2022-12-14 11:31:04,841 INFO    SystemMonitor:35366 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-14 11:31:04,841 INFO    HandlerThread:35366 [system_monitor.py:probe():168] Collecting system info
2022-12-14 11:31:04,841 INFO    SystemMonitor:35366 [interfaces.py:start():168] Started cpu
2022-12-14 11:31:04,842 INFO    SystemMonitor:35366 [interfaces.py:start():168] Started disk
2022-12-14 11:31:04,843 INFO    SystemMonitor:35366 [interfaces.py:start():168] Started gpu
2022-12-14 11:31:04,844 INFO    SystemMonitor:35366 [interfaces.py:start():168] Started memory
2022-12-14 11:31:04,847 INFO    SystemMonitor:35366 [interfaces.py:start():168] Started network
2022-12-14 11:31:04,860 DEBUG   HandlerThread:35366 [system_info.py:probe():195] Probing system
2022-12-14 11:31:04,867 DEBUG   HandlerThread:35366 [system_info.py:_probe_git():180] Probing git
2022-12-14 11:31:04,882 DEBUG   HandlerThread:35366 [system_info.py:_probe_git():188] Probing git done
2022-12-14 11:31:04,882 DEBUG   HandlerThread:35366 [system_info.py:probe():241] Probing system done
