2023-03-15 23:37:23,200 INFO    StreamThr :6647 [internal.py:wandb_internal():91] W&B internal server running at pid: 6647, started at: 2023-03-15 23:37:23.199226
2023-03-15 23:37:23,204 DEBUG   HandlerThread:6647 [handler.py:handle_request():139] handle_request: status
2023-03-15 23:37:23,206 DEBUG   SenderThread:6647 [sender.py:send_request():317] send_request: status
2023-03-15 23:37:23,208 INFO    WriterThread:6647 [datastore.py:open_for_write():75] open: /home/public/xww/Exp/fldemo/fed_exp/wandb/offline-run-20230315_233723-t4o1kltt/run-t4o1kltt.wandb
2023-03-15 23:37:23,225 DEBUG   HandlerThread:6647 [handler.py:handle_request():139] handle_request: run_start
2023-03-15 23:37:23,234 DEBUG   HandlerThread:6647 [system_info.py:__init__():31] System info init
2023-03-15 23:37:23,234 DEBUG   HandlerThread:6647 [system_info.py:__init__():46] System info init done
2023-03-15 23:37:23,235 INFO    HandlerThread:6647 [system_monitor.py:start():150] Starting system monitor
2023-03-15 23:37:23,235 INFO    SystemMonitor:6647 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-15 23:37:23,235 INFO    HandlerThread:6647 [system_monitor.py:probe():168] Collecting system info
2023-03-15 23:37:23,236 INFO    SystemMonitor:6647 [interfaces.py:start():168] Started cpu
2023-03-15 23:37:23,237 INFO    SystemMonitor:6647 [interfaces.py:start():168] Started disk
2023-03-15 23:37:23,238 INFO    SystemMonitor:6647 [interfaces.py:start():168] Started gpu
2023-03-15 23:37:23,239 INFO    SystemMonitor:6647 [interfaces.py:start():168] Started memory
2023-03-15 23:37:23,239 INFO    SystemMonitor:6647 [interfaces.py:start():168] Started network
2023-03-15 23:37:23,250 DEBUG   HandlerThread:6647 [system_info.py:probe():195] Probing system
2023-03-15 23:37:23,256 DEBUG   HandlerThread:6647 [system_info.py:_probe_git():180] Probing git
2023-03-15 23:37:23,271 DEBUG   HandlerThread:6647 [system_info.py:_probe_git():188] Probing git done
2023-03-15 23:37:23,271 DEBUG   HandlerThread:6647 [system_info.py:probe():241] Probing system done
