2022-12-13 19:12:40,185 INFO    StreamThr :6058 [internal.py:wandb_internal():91] W&B internal server running at pid: 6058, started at: 2022-12-13 19:12:40.185141
2022-12-13 19:12:40,187 DEBUG   HandlerThread:6058 [handler.py:handle_request():139] handle_request: status
2022-12-13 19:12:40,189 DEBUG   SenderThread:6058 [sender.py:send_request():317] send_request: status
2022-12-13 19:12:40,191 INFO    WriterThread:6058 [datastore.py:open_for_write():75] open: /home/public/xww/Exp/fldemo/fed_exp/wandb/offline-run-20221213_191240-29okiiax/run-29okiiax.wandb
2022-12-13 19:12:40,205 DEBUG   HandlerThread:6058 [handler.py:handle_request():139] handle_request: run_start
2022-12-13 19:12:40,213 DEBUG   HandlerThread:6058 [system_info.py:__init__():31] System info init
2022-12-13 19:12:40,213 DEBUG   HandlerThread:6058 [system_info.py:__init__():46] System info init done
2022-12-13 19:12:40,213 INFO    HandlerThread:6058 [system_monitor.py:start():150] Starting system monitor
2022-12-13 19:12:40,214 INFO    SystemMonitor:6058 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-13 19:12:40,214 INFO    HandlerThread:6058 [system_monitor.py:probe():168] Collecting system info
2022-12-13 19:12:40,215 INFO    SystemMonitor:6058 [interfaces.py:start():168] Started cpu
2022-12-13 19:12:40,215 INFO    SystemMonitor:6058 [interfaces.py:start():168] Started disk
2022-12-13 19:12:40,217 INFO    SystemMonitor:6058 [interfaces.py:start():168] Started gpu
2022-12-13 19:12:40,220 INFO    SystemMonitor:6058 [interfaces.py:start():168] Started memory
2022-12-13 19:12:40,221 INFO    SystemMonitor:6058 [interfaces.py:start():168] Started network
2022-12-13 19:12:40,228 DEBUG   HandlerThread:6058 [system_info.py:probe():195] Probing system
2022-12-13 19:12:40,233 DEBUG   HandlerThread:6058 [system_info.py:_probe_git():180] Probing git
2022-12-13 19:12:40,246 DEBUG   HandlerThread:6058 [system_info.py:_probe_git():188] Probing git done
2022-12-13 19:12:40,246 DEBUG   HandlerThread:6058 [system_info.py:probe():241] Probing system done
