2023-03-14 20:59:44,767 INFO    StreamThr :35800 [internal.py:wandb_internal():91] W&B internal server running at pid: 35800, started at: 2023-03-14 20:59:44.766629
2023-03-14 20:59:44,770 DEBUG   HandlerThread:35800 [handler.py:handle_request():139] handle_request: status
2023-03-14 20:59:44,773 DEBUG   SenderThread:35800 [sender.py:send_request():317] send_request: status
2023-03-14 20:59:44,775 INFO    WriterThread:35800 [datastore.py:open_for_write():75] open: /home/public/xww/Exp/fldemo/fed_exp/wandb/offline-run-20230314_205944-10sd2fx9/run-10sd2fx9.wandb
2023-03-14 20:59:44,792 DEBUG   HandlerThread:35800 [handler.py:handle_request():139] handle_request: run_start
2023-03-14 20:59:44,800 DEBUG   HandlerThread:35800 [system_info.py:__init__():31] System info init
2023-03-14 20:59:44,800 DEBUG   HandlerThread:35800 [system_info.py:__init__():46] System info init done
2023-03-14 20:59:44,800 INFO    HandlerThread:35800 [system_monitor.py:start():150] Starting system monitor
2023-03-14 20:59:44,800 INFO    SystemMonitor:35800 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-14 20:59:44,801 INFO    HandlerThread:35800 [system_monitor.py:probe():168] Collecting system info
2023-03-14 20:59:44,801 INFO    SystemMonitor:35800 [interfaces.py:start():168] Started cpu
2023-03-14 20:59:44,802 INFO    SystemMonitor:35800 [interfaces.py:start():168] Started disk
2023-03-14 20:59:44,803 INFO    SystemMonitor:35800 [interfaces.py:start():168] Started gpu
2023-03-14 20:59:44,805 INFO    SystemMonitor:35800 [interfaces.py:start():168] Started memory
2023-03-14 20:59:44,806 INFO    SystemMonitor:35800 [interfaces.py:start():168] Started network
2023-03-14 20:59:44,819 DEBUG   HandlerThread:35800 [system_info.py:probe():195] Probing system
2023-03-14 20:59:44,825 DEBUG   HandlerThread:35800 [system_info.py:_probe_git():180] Probing git
2023-03-14 20:59:44,839 DEBUG   HandlerThread:35800 [system_info.py:_probe_git():188] Probing git done
2023-03-14 20:59:44,839 DEBUG   HandlerThread:35800 [system_info.py:probe():241] Probing system done
2023-03-14 20:59:44,839 DEBUG   HandlerThread:35800 [system_monitor.py:probe():177] {'os': 'Linux-4.19.0-22-amd64-x86_64-with-debian-10.13', 'python': '3.7.4', 'heartbeatAt': '2023-03-14T12:59:44.819258', 'startedAt': '2023-03-14T12:59:44.752620', 'docker': None, 'cuda': None, 'args': ('--gpu', '0', '--dataset', 'cifar-10', '--model', 'cnn', '--fed_name', 'Fed3', '--client_num_in_total', '25', '--comm_round', '10', '--local_bs', '128', '--budget_per_round', '70', '--frequency_of_the_test', '1', '--seed', '1024', '--draw', 'False', '--iid', '--uniform', '--lr', '0.01'), 'state': 'running', 'program': './main_fed.py', 'codePath': 'fed_exp/main_fed.py', 'git': {'remote': 'https://github.com/xuwanwei/fldemo.git', 'commit': '704b5543667630a0f9db231c0836820b1ed5ba8c'}, 'email': 'xuwanwei1205@163.com', 'root': '/home/public/xww/Exp/fldemo', 'host': 'debian', 'username': 'public', 'executable': '/home/public/miniconda/envs/xpfedml/bin/python3', 'cpu_count': 20, 'cpu_count_logical': 40, 'cpu_freq': {'current': 2123.4595750000003, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2500.996, 'min': 0.0, 'max': 0.0}, {'current': 2361.078, 'min': 0.0, 'max': 0.0}, {'current': 2472.654, 'min': 0.0, 'max': 0.0}, {'current': 2909.257, 'min': 0.0, 'max': 0.0}, {'current': 1000.324, 'min': 0.0, 'max': 0.0}, {'current': 2492.873, 'min': 0.0, 'max': 0.0}, {'current': 2943.186, 'min': 0.0, 'max': 0.0}, {'current': 2484.169, 'min': 0.0, 'max': 0.0}, {'current': 2102.627, 'min': 0.0, 'max': 0.0}, {'current': 2494.844, 'min': 0.0, 'max': 0.0}, {'current': 2173.295, 'min': 0.0, 'max': 0.0}, {'current': 2492.133, 'min': 0.0, 'max': 0.0}, {'current': 2485.301, 'min': 0.0, 'max': 0.0}, {'current': 2452.451, 'min': 0.0, 'max': 0.0}, {'current': 2184.018, 'min': 0.0, 'max': 0.0}, {'current': 2462.134, 'min': 0.0, 'max': 0.0}, {'current': 2116.671, 'min': 0.0, 'max': 0.0}, {'current': 2479.598, 'min': 0.0, 'max': 0.0}, {'current': 1000.374, 'min': 0.0, 'max': 0.0}, {'current': 2905.316, 'min': 0.0, 'max': 0.0}, {'current': 2886.777, 'min': 0.0, 'max': 0.0}, {'current': 2421.11, 'min': 0.0, 'max': 0.0}, {'current': 1000.629, 'min': 0.0, 'max': 0.0}, {'current': 2622.05, 'min': 0.0, 'max': 0.0}, {'current': 1000.138, 'min': 0.0, 'max': 0.0}, {'current': 2485.422, 'min': 0.0, 'max': 0.0}, {'current': 2572.081, 'min': 0.0, 'max': 0.0}, {'current': 2344.242, 'min': 0.0, 'max': 0.0}, {'current': 1013.286, 'min': 0.0, 'max': 0.0}, {'current': 2490.05, 'min': 0.0, 'max': 0.0}, {'current': 1000.432, 'min': 0.0, 'max': 0.0}, {'current': 2486.837, 'min': 0.0, 'max': 0.0}, {'current': 1017.918, 'min': 0.0, 'max': 0.0}, {'current': 2506.016, 'min': 0.0, 'max': 0.0}, {'current': 1000.062, 'min': 0.0, 'max': 0.0}, {'current': 2427.584, 'min': 0.0, 'max': 0.0}, {'current': 1020.754, 'min': 0.0, 'max': 0.0}, {'current': 2498.714, 'min': 0.0, 'max': 0.0}, {'current': 1000.189, 'min': 0.0, 'max': 0.0}, {'current': 2630.793, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 915.6289367675781, 'used': 24.07879638671875}, 'gpu': 'NVIDIA RTX A5000', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA RTX A5000', 'memory_total': 25757220864}], 'memory': {'total': 125.42280197143555}}
2023-03-14 20:59:44,839 INFO    HandlerThread:35800 [system_monitor.py:probe():178] Finished collecting system info
2023-03-14 20:59:44,839 INFO    HandlerThread:35800 [system_monitor.py:probe():181] Publishing system info
2023-03-14 20:59:44,839 DEBUG   HandlerThread:35800 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-03-14 20:59:44,840 DEBUG   HandlerThread:35800 [system_info.py:_save_pip():67] Saving pip packages done
2023-03-14 20:59:44,840 DEBUG   HandlerThread:35800 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
