2023-03-14 14:14:57,269 INFO    StreamThr :6520 [internal.py:wandb_internal():91] W&B internal server running at pid: 6520, started at: 2023-03-14 14:14:57.268452
2023-03-14 14:14:57,272 DEBUG   HandlerThread:6520 [handler.py:handle_request():139] handle_request: status
2023-03-14 14:14:57,275 DEBUG   SenderThread:6520 [sender.py:send_request():317] send_request: status
2023-03-14 14:14:57,278 INFO    WriterThread:6520 [datastore.py:open_for_write():75] open: /home/public/xww/Exp/fldemo/fed_exp/wandb/offline-run-20230314_141457-1d4akc2h/run-1d4akc2h.wandb
2023-03-14 14:14:57,293 DEBUG   HandlerThread:6520 [handler.py:handle_request():139] handle_request: run_start
2023-03-14 14:14:57,302 DEBUG   HandlerThread:6520 [system_info.py:__init__():31] System info init
2023-03-14 14:14:57,302 DEBUG   HandlerThread:6520 [system_info.py:__init__():46] System info init done
2023-03-14 14:14:57,302 INFO    HandlerThread:6520 [system_monitor.py:start():150] Starting system monitor
2023-03-14 14:14:57,303 INFO    SystemMonitor:6520 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-14 14:14:57,303 INFO    HandlerThread:6520 [system_monitor.py:probe():168] Collecting system info
2023-03-14 14:14:57,304 INFO    SystemMonitor:6520 [interfaces.py:start():168] Started cpu
2023-03-14 14:14:57,304 INFO    SystemMonitor:6520 [interfaces.py:start():168] Started disk
2023-03-14 14:14:57,305 INFO    SystemMonitor:6520 [interfaces.py:start():168] Started gpu
2023-03-14 14:14:57,306 INFO    SystemMonitor:6520 [interfaces.py:start():168] Started memory
2023-03-14 14:14:57,307 INFO    SystemMonitor:6520 [interfaces.py:start():168] Started network
2023-03-14 14:14:57,321 DEBUG   HandlerThread:6520 [system_info.py:probe():195] Probing system
2023-03-14 14:14:57,327 DEBUG   HandlerThread:6520 [system_info.py:_probe_git():180] Probing git
2023-03-14 14:14:57,342 DEBUG   HandlerThread:6520 [system_info.py:_probe_git():188] Probing git done
2023-03-14 14:14:57,342 DEBUG   HandlerThread:6520 [system_info.py:probe():241] Probing system done
